STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE
19,Iowa,190031,2,1,1UYVS248*L2******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190044,2,1,5MAPA482*LA******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190045,1,1,1GRAP062*CT******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190046,2,1,1UYFS253*CA******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190051,2,1,16VGX202*K6******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190073,2,1,1GRDM962*EH******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190076,2,1,1GR1A062*NW******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190092,1,1,527SR532*LL******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190097,2,1,1GR1P062*LT******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190099,1,1,4YDT19F2*DD******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190099,2,1,573FM423*G1******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190117,2,1,575CB121*FH******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190155,1,1,1JJV532D*BL******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190160,1,1,5JWFF222*MN******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190161,1,1,1TDH4222*9B******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190168,2,1,1KKVE281*1L******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190196,2,1,4A2LD532*N3******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190197,2,1,5V8VA532*MM******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190208,2,1,4P5FS252*81******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190233,2,1,5FTCF383*L1******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190235,1,1,1TDH4222*MB******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190252,2,1,4P5FS252*D1******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190267,2,1,1UYVS252*N2******,2023-09-15 02:07:06,1,6,TRAILER
19,Iowa,190269,2,1,1GRAP062*DT******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190269,3,1,3H3V532C*KT******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190269,4,1,1GRAA062*ET******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190276,1,1,1JJV532B*BL******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190283,1,1,1GR4M962*PH******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190284,1,1,4WW4432A*H7******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190286,1,1,1W16532A*K5******,2023-09-15 02:07:06,1,6,TRAILER
19,Iowa,190293,1,1,5V8VC532*PT******,2023-09-15 02:07:06,0,6,TRAILER
19,Iowa,190302,2,1,1JJV532D*KL******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200004,2,1,1RNF48A2*LR******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200010,2,1,1JJV532D*DL******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200025,2,1,5WSAWA32*FN******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200026,1,1,3H3V532K*NS******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200033,2,1,1JJV532D*CL******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200057,2,1,3E1FB723*GS******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200064,2,1,4TGF3020*J1******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200073,2,1,591SD302*FR******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200082,1,1,5J2GS322*6E******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200086,5,1,5RVFC342*FP******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200094,2,1,3H3V281C*HT******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200094,2,2,1GRAA561*7K******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200098,1,1,1UYVS253*J2******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200100,2,1,1C9FA402*11257***,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200105,2,1,1JJV532W*6L******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200109,2,1,5WSAWA42*EN******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200121,3,1,3H3V281C*MT******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200121,3,2,1JJV281D*ML******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200134,1,1,1N9GT382*PK175***,2023-09-15 02:07:06,1,6,TRAILER
20,Kansas,200137,2,1,1MT2P432*PH******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200141,2,1,1E1D2M28*MR******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200142,1,1,1DW1A532*LS******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200145,3,1,1GRAA962*DB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200190,2,1,1W1UCS1K*4D******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200193,1,1,5DN15442*KB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200197,1,1,1JJV532D*FL******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200197,2,1,1GRAA062*DK******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200198,1,1,1E1F9M28*GR******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200202,1,1,1W1K6533*M5******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200202,2,1,1TDH4222*AB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200205,2,1,1W1UCS2K*CD******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200233,1,1,1TDH4222*SB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200244,2,1,1TDH4803*NB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200253,2,1,1RNF53A2*KR******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200261,2,1,4YDT31R2*7S******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200265,2,1,4TGF3020*F1******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200272,1,1,4B9BKDA2*JH054***,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200285,2,1,1UYVS248*DM******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200287,2,1,1W16533A*K5******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200293,1,1,1GRAP062*JJ******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200327,1,1,5DN11482*HB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200333,2,1,1D9BG532*31208***,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200334,1,1,1W14503A*J2******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200334,2,1,5DN15493*FB******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200346,2,1,1GR1P062*PJ******,2023-09-15 02:07:06,0,6,TRAILER
20,Kansas,200368,1,1,1UYVS253*EU******,2023-09-15 02:07:06,0,6,TRAILER
21,Kentucky,210089,2,1,5MADS353*CC******,2023-09-15 02:07:06,0,6,TRAILER
21,Kentucky,210345,2,1,5WUBU202*EF******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220286,2,1,1UNST422*DL******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220335,2,1,1UYVS253*L2******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220352,2,1,1K91A342*SF023***,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220410,1,1,1JJV532D*ML******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220433,2,1,48X1F303*G1******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220533,1,1,1UNST422*BL******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220546,2,1,5NHULV42*9U******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220555,2,1,5JYLT402*EP******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220592,1,1,1JJV532D*CL******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220627,1,1,1M9BA382*51435***,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220651,2,1,4LYUS162*LH******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220663,2,1,1UYVS253*DU******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220669,2,1,1UNST422*BL******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220671,1,1,16VGX302*L6******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220689,2,1,1GRAP062*DT******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220712,2,1,1UYVS253*P7******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220713,2,1,1UNST422*7L******,2023-09-15 02:07:06,1,6,TRAILER
22,Louisiana,220757,2,1,1PLE0452*YP******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220758,2,1,1GRAA062*KW******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220766,1,1,1GRDM962*FH******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220785,3,1,1UYVS253*7G******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220789,2,1,1UYVS253*DP******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220802,2,1,56CPA1U2*DT******,2023-09-15 02:07:06,1,6,TRAILER
22,Louisiana,220820,1,1,1TTF482C*D3******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220823,2,1,3EUUB142*P1******,2023-09-15 02:07:06,1,6,TRAILER
22,Louisiana,220835,2,1,4ZECH263*M1******,2023-09-15 02:07:06,0,6,TRAILER
22,Louisiana,220836,2,1,1TDH4222*EB******,2023-09-15 02:07:06,0,6,TRAILER
23,Maine,230003,2,1,1W9P2463*EM350***,2023-09-15 02:07:06,0,6,TRAILER
23,Maine,230113,2,1,5NHUVH22*8U******,2023-09-15 02:07:06,0,6,TRAILER
23,Maine,230116,1,1,46UFU142*M1******,2023-09-15 02:07:06,0,6,TRAILER
23,Maine,230140,2,1,7FNUC182*K1******,2023-09-15 02:07:06,0,6,TRAILER
23,Maine,230148,1,1,2M533146*G1******,2023-09-19 11:40:37,0,6,TRAILER
24,Maryland,240029,1,1,527SR532*NL******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240056,2,1,1JJV532W*1L******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240086,1,1,1UYVS253*9U******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240104,1,1,1S12E953*VE******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240122,1,1,3H3V532C*CT******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240122,4,1,1E9AA482*N1588***,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240129,1,1,5MC12481*H5******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240158,1,1,5LVBU101*FA******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240183,1,1,3UTVS253*N8******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240202,4,1,1DW1A281*8S******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240250,2,1,1UYVS253*CM******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240253,2,1,1W1K5532*N6******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240288,2,1,1GR1A062*LB******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240302,2,1,1UYVS253*DM******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240315,1,1,1UYVS253*HM******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240315,2,1,1UYVS253*L7******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240335,2,1,1JJV532D*JL******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240336,2,1,LJRC4126*G1******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240342,2,1,1UYVS253*K7******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240342,3,1,1JJV532W*9L******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240422,2,1,1GRAA062*BW******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240435,2,1,1UYVS253*L7******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240435,3,1,1GRAA062*VB******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240435,4,1,1GR1A561*LD******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240435,4,2,3H3V281C*HT******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240435,5,1,1JJV532D*DL******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240440,2,1,3H3V532C*FT******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240457,2,1,LJRC4126*J1******,2023-09-15 02:07:06,0,6,TRAILER
24,Maryland,240463,1,1,1UYVS253*GM******,2023-09-15 02:07:06,0,6,TRAILER
25,Massachusetts,250061,2,1,1TTE4820*J1******,2023-09-15 02:07:06,0,6,TRAILER
25,Massachusetts,250211,3,1,1NNC0482*PM******,2023-09-15 02:07:06,0,6,TRAILER
25,Massachusetts,250214,3,1,1UYVS253*FP******,2023-09-15 02:07:06,0,6,TRAILER
25,Massachusetts,250351,2,1,5HTAB453*X7******,2023-09-15 02:07:06,1,6,TRAILER
26,Michigan,260598,2,1,1RNF50A6*ER******,2023-09-15 02:07:06,0,6,TRAILER
26,Michigan,260713,2,1,1GRAP062*JT******,2023-09-15 02:07:06,0,6,TRAILER
26,Michigan,260760,2,1,1UYVS253*EM******,2023-09-15 02:07:06,0,6,TRAILER
26,Michigan,261065,2,1,1GR1A062*MT******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280130,2,1,1TDH4302*FB******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280138,1,1,1JJV532D*NL******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280148,1,1,5MATA442*KA******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280190,2,1,1M9BA363*11435***,2023-09-15 02:07:06,1,6,TRAILER
28,Mississippi,280197,2,1,1JJV532W*5L******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280199,1,1,1UYVS253*L7******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280213,1,1,5JYLT402*HP******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280220,1,1,1GRAA062*KB******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280240,1,1,1TTF4820*12******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280265,1,1,3H3V532C*LR******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280285,1,1,4T91B224*EA086***,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280289,1,1,5HTSA432*N7******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280350,2,1,1GRDM032*DH******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280355,1,1,1PLE0422*WP******,2023-09-15 02:07:06,1,6,TRAILER
28,Mississippi,280356,2,1,1V9PD422*BN062***,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280366,1,1,1G9BA402*K1091***,2023-09-15 02:07:06,1,6,TRAILER
28,Mississippi,280372,2,1,4FPFB121*3G******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280372,3,1,1UYVS253*J3******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280484,1,1,3H3V532K*NS******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280523,2,1,1JJV532W*8L******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280524,4,1,1M9BA402*D1435***,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280600,2,1,1GRAA062*ED******,2023-09-15 02:07:06,0,6,TRAILER
28,Mississippi,280608,1,1,5LKL4935*31******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290003,1,1,3H3V532C*LT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290014,2,1,1JJV532D*GL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290042,2,1,1GRAA062*6T******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290044,2,1,1GR1A062*NT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290081,1,1,1UYVS253*HM******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290084,1,1,1JJV532D*HL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290093,1,1,1UYVS253*DP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290109,2,1,13N14820*G1******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290123,1,1,1UYVS253*FP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290128,1,1,5JUBT232*JT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290134,2,1,1JJV281D*DL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290134,2,2,1JJV281D*EL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290162,1,1,527SR532*MM******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290162,3,1,1GRAP062*HT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290171,2,1,3H3V532C*MT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290191,1,1,1DW1A281*KS******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290191,1,2,1GRAA561*DK******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290201,2,1,1GRAA062*HW******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290225,2,1,48X2E282*E1******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290228,1,1,1UYVS253*DU******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290259,1,1,1UYVS253*H7******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290259,2,1,3H3V532K*NJ******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290260,2,1,1DW1A281*4S******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290260,2,2,1U3J9101*LB******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290260,2,3,1GRAA561*FK******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290261,1,1,3H3V532C*LR******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290261,2,1,1DW1A281*4S******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290261,2,2,1U3J9101*LB******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290261,2,3,1GRAA561*FK******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290261,4,1,1GRAP062*KK******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290262,1,1,3H3V532C*KT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290262,3,1,1GRAP062*KK******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290262,4,1,1UYVS253*EP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290262,5,1,5ZT2RSKC*N3******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290265,3,1,1W1MAF1A*PA******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290273,1,1,1GR1P062*NJ******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290325,2,1,1UYVS253*BP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290343,1,1,53BATEA2*MB******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290343,2,1,1GRAA062*5T******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290346,3,1,1PLE0452*NP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290351,1,1,1UYVS253*1P******,2023-09-15 02:07:06,"1,400",6,TRAILER
29,Missouri,290380,1,1,3H3V532C*JT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290395,2,1,7HLBE162*KE******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290420,1,1,1UYVS253*HG******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290462,2,1,1GRAA062*JW******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290520,1,1,1UYVS253*9G******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290520,2,1,1GRAA062*DT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290535,2,1,5MC42321*D3******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290560,1,1,1GRAP062*FT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290565,1,1,1M9AN8G2*9H355***,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290575,2,1,1W9AA382*G1198***,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290602,2,1,1UYVS253*M6******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290618,2,1,1S12GC40*YB******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290639,2,1,1TDH4222*GB******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290650,2,1,1GRAA062*HT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290677,1,1,1JJV532W*7L******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290703,2,1,1JJV281W*7L******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290703,2,2,1JJV281D*JL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290708,1,1,1UYVS253*J2******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290715,1,1,1UNST422*CL******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290717,1,1,1W1K4432*M7******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290744,2,1,1GRAP062*MT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290764,1,1,1UYVS253*BU******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290783,2,1,1TDH5002*8B******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290791,2,1,1UYVS253*EP******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290800,1,1,1PT01AAD*T9******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290812,3,1,1JJV532W*6L******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290821,2,1,1DW1A532*PS******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290843,1,1,48X1F392*D1******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290846,1,1,1TDH4222*9B******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290846,2,1,1JJV532W*5L******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290862,1,1,1GR1A561*LD******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290862,1,2,3H3V281C*KT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290863,1,1,1PMA2442*85******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290865,2,1,1DW1A532*FS******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290891,2,1,1UYVS253*GU******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290914,1,1,3H3V532C*MT******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290919,1,1,1W1P5326*M5******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290958,2,1,1UYVS253*J3******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290961,1,1,1UYVS253*P3******,2023-09-15 02:07:06,0,6,TRAILER
29,Missouri,290975,2,1,13N14820*K1******,2023-09-15 02:07:06,0,6,TRAILER
30,Montana,300002,1,1,1GR1A062*NK******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300004,2,1,527SR532*NM******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300014,1,1,1GRAP062*KT******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300016,1,1,5DN11534*BB******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300021,1,1,3H3V532C*ET******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300029,2,1,1PMS3501*F1******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300029,3,1,1LH835WH*M1******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300033,2,1,1A9LS252*ED571***,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300036,2,1,5DN11534*KB******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300038,1,1,5VKBF121*MS******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300038,2,1,3H3V532C*MR******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300072,2,1,1UYVS253*AU******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300078,1,1,4P5DL142*G1******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300078,4,1,1TKD0433*MW******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300092,2,2,1UYVS128*M2******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300123,2,1,4YMBU121*HN******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300137,2,1,5DN11534*5B******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300147,1,1,1GRAA062*EE******,2023-09-16 00:40:48,1,6,TRAILER
30,Montana,300147,3,1,1UYVS253*FM******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300172,1,1,3H3V532C*HT******,2023-09-16 00:40:48,0,6,TRAILER
30,Montana,300173,2,1,5R8GF402*NM******,2023-09-16 00:40:48,0,6,TRAILER
31,Nebraska,310018,1,1,3H3V532C*MR******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310018,2,1,1UYVS253*L6******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310018,3,1,1W1B5328*L6******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310019,1,1,3H3V532C*KR******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310020,7,1,4J6US182*2B******,2023-09-15 02:07:06,1,6,TRAILER
31,Nebraska,310048,2,1,575200F2*JH******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310048,3,1,1DW1A532*6S******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310054,2,1,1TDH4302*LB******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310059,2,1,16V3F332*N6******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310062,2,1,1GRAA062*4B******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310131,1,1,1TDH5003*HB******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310139,2,1,1UYFS253*N5******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310147,2,1,1GRAA062*JB******,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310160,2,1,1F9SE422*YB114***,2023-09-15 02:07:06,0,6,TRAILER
31,Nebraska,310196,1,1,1PMA2533*45******,2023-09-15 02:07:06,0,6,TRAILER
